"","time","particle","mass","x","y","z","vx","vy","vz","p_x","p_y","p_z"
"856",8.55,"m1",1,0,0.5,0.5366465,0,0,-0.00240129,0,0,-0.00240129
"857",8.559999,"m1",1,0,0.5,0.5366177,0,0,-0.002823638,0,0,-0.002823638
"858",8.57,"m1",1,0,0.5,0.5365863,0,0,-0.003075697,0,0,-0.003075697
"859",8.58,"m1",1,0,0.5,0.5365509,0,0,-0.003472348,0,0,-0.003472348
"860",8.59,"m1",1,0,0.5,0.5365131,0,0,-0.00369992,0,0,-0.00369992
"861",8.599999,"m1",1,0,0.5,0.5364717,0,0,-0.004067906,0,0,-0.004067906
"862",8.61,"m1",1,0,0.5,0.5364281,0,0,-0.004268142,0,0,-0.004268142
"863",8.62,"m1",1,0,0.5,0.5363811,0,0,-0.004604836,0,0,-0.004604836
"864",8.63,"m1",1,0,0.5,0.5363324,0,0,-0.004775282,0,0,-0.004775282
"865",8.639999,"m1",1,0,0.5,0.5362806,0,0,-0.005078451,0,0,-0.005078451
"866",8.65,"m1",1,0,0.5,0.5362273,0,0,-0.005217045,0,0,-0.005217045
"867",8.66,"m1",1,0,0.5,0.5361714,0,0,-0.005484924,0,0,-0.005484924
"868",8.67,"m1",1,0,0.5,0.5361143,0,0,-0.00559001,0,0,-0.00559001
"869",8.679999,"m1",1,0,0.5,0.5360549,0,0,-0.005821191,0,0,-0.005821191
"870",8.69,"m1",1,0,0.5,0.5359948,0,0,-0.005891546,0,0,-0.005891546
"871",8.7,"m1",1,0,0.5,0.5359327,0,0,-0.006085073,0,0,-0.006085073
"872",8.71,"m1",1,0,0.5,0.5358702,0,0,-0.006119903,0,0,-0.006119903
"873",8.72,"m1",1,0,0.5,0.5358062,0,0,-0.00627526,0,0,-0.00627526
"874",8.73,"m1",1,0,0.5,0.5357422,0,0,-0.006274228,0,0,-0.006274228
"875",8.74,"m1",1,0,0.5,0.535677,0,0,-0.006391314,0,0,-0.006391314
"876",8.75,"m1",1,0,0.5,0.5356121,0,0,-0.006354494,0,0,-0.006354494
"877",8.76,"m1",1,0,0.5,0.5355465,0,0,-0.006433629,0,0,-0.006433629
"878",8.77,"m1",1,0,0.5,0.5354816,0,0,-0.006361496,0,0,-0.006361496
"879",8.78,"m1",1,0,0.5,0.5354162,0,0,-0.006403401,0,0,-0.006403401
"880",8.79,"m1",1,0,0.5,0.535352,0,0,-0.00629684,0,0,-0.00629684
"881",8.8,"m1",1,0,0.5,0.5352877,0,0,-0.006302603,0,0,-0.006302603
"882",8.809999,"m1",1,0,0.5,0.5352248,0,0,-0.006162847,0,0,-0.006162847
"883",8.82,"m1",1,0,0.5,0.5351622,0,0,-0.006133973,0,0,-0.006133973
"884",8.83,"m1",1,0,0.5,0.5351014,0,0,-0.005962634,0,0,-0.005962634
"885",8.84,"m1",1,0,0.5,0.5350412,0,0,-0.005900921,0,0,-0.005900921
"886",8.849999,"m1",1,0,0.5,0.534983,0,0,-0.005699939,0,0,-0.005699939
"887",8.86,"m1",1,0,0.5,0.5349258,0,0,-0.005607516,0,0,-0.005607516
"888",8.87,"m1",1,0,0.5,0.5348709,0,0,-0.005379113,0,0,-0.005379113
"889",8.88,"m1",1,0,0.5,0.5348172,0,0,-0.005258386,0,0,-0.005258386
"890",8.889999,"m1",1,0,0.5,0.5347661,0,0,-0.005005102,0,0,-0.005005102
"891",8.9,"m1",1,0,0.5,0.5347165,0,0,-0.00485873,0,0,-0.00485873
"892",8.91,"m1",1,0,0.5,0.5346698,0,0,-0.004583278,0,0,-0.004583278
"893",8.92,"m1",1,0,0.5,0.5346247,0,0,-0.00441413,0,0,-0.00441413
"894",8.929999,"m1",1,0,0.5,0.5345827,0,0,-0.004119447,0,0,-0.004119447
"895",8.94,"m1",1,0,0.5,0.5345426,0,0,-0.003930595,0,0,-0.003930595
"896",8.95,"m1",1,0,0.5,0.5345056,0,0,-0.003619785,0,0,-0.003619785
"897",8.96,"m1",1,0,0.5,0.5344707,0,0,-0.003414401,0,0,-0.003414401
"898",8.97,"m1",1,0,0.5,0.5344392,0,0,-0.003090664,0,0,-0.003090664
"899",8.98,"m1",1,0,0.5,0.5344099,0,0,-0.002872057,0,0,-0.002872057
"900",8.99,"m1",1,0,0.5,0.534384,0,0,-0.002538692,0,0,-0.002538692
"901",9,"m1",1,0,0.5,0.5343603,0,0,-0.002310226,0,0,-0.002310226
"902",9.01,"m1",1,0,0.5,0.5343403,0,0,-0.001970565,0,0,-0.001970565
"903",9.02,"m1",1,0,0.5,0.5343226,0,0,-0.001735638,0,0,-0.001735638
"904",9.03,"m1",1,0,0.5,0.5343084,0,0,-0.001393048,0,0,-0.001393048
"905",9.04,"m1",1,0,0.5,0.5342966,0,0,-0.00115503,0,0,-0.00115503
"906",9.05,"m1",1,0,0.5,0.5342883,0,0,-0.0008128103,0,0,-0.0008128103
"907",9.059999,"m1",1,0,0.5,0.5342824,0,0,-0.000575003,0,0,-0.000575003
"908",9.07,"m1",1,0,0.5,0.5342801,0,0,-0.0002364081,0,0,-0.0002364081
"909",9.08,"m1",1,0,0.5,0.5342801,0,0,-2.048547e-06,0,0,-2.048547e-06
"910",9.09,"m1",1,0,0.5,0.5342834,0,0,0.0003297745,0,0,0.0003297745
"911",9.099999,"m1",1,0,0.5,0.5342891,0,0,0.000557615,0,0,0.000557615
"912",9.11,"m1",1,0,0.5,0.5342981,0,0,0.0008796824,0,0,0.0008796824
"913",9.12,"m1",1,0,0.5,0.5343093,0,0,0.001098034,0,0,0.001098034
"914",9.13,"m1",1,0,0.5,0.5343236,0,0,0.001407501,0,0,0.001407501
"915",9.139999,"m1",1,0,0.5,0.5343401,0,0,0.001613595,0,0,0.001613595
"916",9.15,"m1",1,0,0.5,0.5343596,0,0,0.001907835,0,0,0.001907835
"917",9.16,"m1",1,0,0.5,0.534381,0,0,0.002099099,0,0,0.002099099
"918",9.17,"m1",1,0,0.5,0.5344052,0,0,0.002375718,0,0,0.002375718
"919",9.179999,"m1",1,0,0.5,0.5344313,0,0,0.002549831,0,0,0.002549831
"920",9.19,"m1",1,0,0.5,0.5344599,0,0,0.002806607,0,0,0.002806607
"921",9.2,"m1",1,0,0.5,0.5344901,0,0,0.002961518,0,0,0.002961518
"922",9.21,"m1",1,0,0.5,0.5345227,0,0,0.003196571,0,0,0.003196571
"923",9.22,"m1",1,0,0.5,0.5345567,0,0,0.003330471,0,0,0.003330471
"924",9.23,"m1",1,0,0.5,0.5345928,0,0,0.003542163,0,0,0.003542163
"925",9.24,"m1",1,0,0.5,0.5346301,0,0,0.003653538,0,0,0.003653538
"926",9.25,"m1",1,0,0.5,0.5346692,0,0,0.003840546,0,0,0.003840546
"927",9.26,"m1",1,0,0.5,0.5347093,0,0,0.003928177,0,0,0.003928177
"928",9.27,"m1",1,0,0.5,0.534751,0,0,0.004089462,0,0,0.004089462
"929",9.28,"m1",1,0,0.5,0.5347934,0,0,0.004152414,0,0,0.004152414
"930",9.29,"m1",1,0,0.5,0.5348371,0,0,0.004287205,0,0,0.004287205
"931",9.3,"m1",1,0,0.5,0.5348812,0,0,0.004324865,0,0,0.004324865
"932",9.309999,"m1",1,0,0.5,0.5349265,0,0,0.004432744,0,0,0.004432744
"933",9.32,"m1",1,0,0.5,0.5349718,0,0,0.004444793,0,0,0.004444793
"934",9.33,"m1",1,0,0.5,0.535018,0,0,0.004525614,0,0,0.004525614
"935",9.34,"m1",1,0,0.5,0.535064,0,0,0.004512041,0,0,0.004512041
"936",9.349999,"m1",1,0,0.5,0.5351107,0,0,0.004565984,0,0,0.004565984
"937",9.36,"m1",1,0,0.5,0.5351568,0,0,0.004527079,0,0,0.004527079
"938",9.37,"m1",1,0,0.5,0.5352033,0,0,0.00455456,0,0,0.00455456
"939",9.38,"m1",1,0,0.5,0.5352492,0,0,0.004490911,0,0,0.004490911
"940",9.389999,"m1",1,0,0.5,0.535295,0,0,0.004492661,0,0,0.004492661
"941",9.4,"m1",1,0,0.5,0.53534,0,0,0.004405104,0,0,0.004405104
"942",9.41,"m1",1,0,0.5,0.5353847,0,0,0.004382142,0,0,0.004382142
"943",9.42,"m1",1,0,0.5,0.5354282,0,0,0.004271779,0,0,0.004271779
"944",9.429999,"m1",1,0,0.5,0.5354713,0,0,0.004225363,0,0,0.004225363
"945",9.44,"m1",1,0,0.5,0.5355131,0,0,0.004093535,0,0,0.004093535
"946",9.45,"m1",1,0,0.5,0.5355542,0,0,0.0040251,0,0,0.0040251
"947",9.46,"m1",1,0,0.5,0.5355937,0,0,0.003873345,0,0,0.003873345
"948",9.469999,"m1",1,0,0.5,0.5356323,0,0,0.003784581,0,0,0.003784581
"949",9.48,"m1",1,0,0.5,0.5356692,0,0,0.003614645,0,0,0.003614645
"950",9.49,"m1",1,0,0.5,0.535705,0,0,0.003507387,0,0,0.003507387
"951",9.5,"m1",1,0,0.5,0.5357389,0,0,0.003321205,0,0,0.003321205
"952",9.51,"m1",1,0,0.5,0.5357715,0,0,0.003197472,0,0,0.003197472
"953",9.52,"m1",1,0,0.5,0.5358021,0,0,0.0029971,0,0,0.0029971
"954",9.53,"m1",1,0,0.5,0.5358312,0,0,0.002859053,0,0,0.002859053
"955",9.54,"m1",1,0,0.5,0.5358582,0,0,0.002646687,0,0,0.002646687
"956",9.55,"m1",1,0,0.5,0.5358837,0,0,0.002496566,0,0,0.002496566
"957",9.559999,"m1",1,0,0.5,0.5359069,0,0,0.002274477,0,0,0.002274477
"958",9.57,"m1",1,0,0.5,0.5359284,0,0,0.002114618,0,0,0.002114618
"959",9.58,"m1",1,0,0.5,0.5359477,0,0,0.001885115,0,0,0.001885115
"960",9.59,"m1",1,0,0.5,0.5359652,0,0,0.001717886,0,0,0.001717886
"961",9.599999,"m1",1,0,0.5,0.5359803,0,0,0.001483351,0,0,0.001483351
"962",9.61,"m1",1,0,0.5,0.5359937,0,0,0.001311153,0,0,0.001311153
"963",9.62,"m1",1,0,0.5,0.5360047,0,0,0.001073962,0,0,0.001073962
"964",9.63,"m1",1,0,0.5,0.5360138,0,0,0.0008991894,0,0,0.0008991894
"965",9.639999,"m1",1,0,0.5,0.5360206,0,0,0.0006617102,0,0,0.0006617102
"966",9.65,"m1",1,0,0.5,0.5360255,0,0,0.0004867293,0,0,0.0004867293
"967",9.66,"m1",1,0,0.5,0.5360281,0,0,0.0002512824,0,0,0.0002512824
"968",9.67,"m1",1,0,0.5,0.5360289,0,0,7.839216e-05,0,0,7.839216e-05
"969",9.679999,"m1",1,0,0.5,0.5360273,0,0,-0.0001527688,0,0,-0.0001527688
"970",9.69,"m1",1,0,0.5,0.536024,0,0,-0.0003213554,0,0,-0.0003213554
"971",9.7,"m1",1,0,0.5,0.5360185,0,0,-0.0005460823,0,0,-0.0005460823
"972",9.71,"m1",1,0,0.5,0.5360113,0,0,-0.0007082573,0,0,-0.0007082573
"973",9.719999,"m1",1,0,0.5,0.5360019,0,0,-0.0009245247,0,0,-0.0009245247
"974",9.73,"m1",1,0,0.5,0.5359908,0,0,-0.001078283,0,0,-0.001078283
"975",9.74,"m1",1,0,0.5,0.5359777,0,0,-0.001284167,0,0,-0.001284167
"976",9.75,"m1",1,0,0.5,0.5359632,0,0,-0.001427663,0,0,-0.001427663
"977",9.76,"m1",1,0,0.5,0.5359466,0,0,-0.001621438,0,0,-0.001621438
"978",9.77,"m1",1,0,0.5,0.5359287,0,0,-0.001752966,0,0,-0.001752966
"979",9.78,"m1",1,0,0.5,0.535909,0,0,-0.001933043,0,0,-0.001933043
"980",9.79,"m1",1,0,0.5,0.5358881,0,0,-0.00205111,0,0,-0.00205111
"981",9.8,"m1",1,0,0.5,0.5358655,0,0,-0.002216093,0,0,-0.002216093
"982",9.809999,"m1",1,0,0.5,0.5358418,0,0,-0.00231938,0,0,-0.00231938
"983",9.82,"m1",1,0,0.5,0.5358166,0,0,-0.002468079,0,0,-0.002468079
"984",9.83,"m1",1,0,0.5,0.5357906,0,0,-0.002555453,0,0,-0.002555453
"985",9.84,"m1",1,0,0.5,0.5357631,0,0,-0.002686866,0,0,-0.002686866
"986",9.849999,"m1",1,0,0.5,0.535735,0,0,-0.002757436,0,0,-0.002757436
"987",9.86,"m1",1,0,0.5,0.5357057,0,0,-0.002870763,0,0,-0.002870763
"988",9.87,"m1",1,0,0.5,0.5356759,0,0,-0.002923858,0,0,-0.002923858
"989",9.88,"m1",1,0,0.5,0.5356451,0,0,-0.003018513,0,0,-0.003018513
"990",9.889999,"m1",1,0,0.5,0.5356139,0,0,-0.003053618,0,0,-0.003053618
"991",9.9,"m1",1,0,0.5,0.5355819,0,0,-0.003129252,0,0,-0.003129252
"992",9.91,"m1",1,0,0.5,0.5355498,0,0,-0.003146122,0,0,-0.003146122
"993",9.92,"m1",1,0,0.5,0.5355172,0,0,-0.003202591,0,0,-0.003202591
"994",9.929999,"m1",1,0,0.5,0.5354845,0,0,-0.003201188,0,0,-0.003201188
"995",9.94,"m1",1,0,0.5,0.5354515,0,0,-0.003238593,0,0,-0.003238593
"996",9.95,"m1",1,0,0.5,0.5354186,0,0,-0.003219082,0,0,-0.003219082
"997",9.96,"m1",1,0,0.5,0.5353856,0,0,-0.003237704,0,0,-0.003237704
"998",9.969999,"m1",1,0,0.5,0.5353529,0,0,-0.003200447,0,0,-0.003200447
"999",9.98,"m1",1,0,0.5,0.5353203,0,0,-0.003200742,0,0,-0.003200742
"1000",9.99,"m1",1,0,0.5,0.5352882,0,0,-0.003146296,0,0,-0.003146296
"1001",10,"m1",1,0,0.5,0.5352562,0,0,-0.003128933,0,0,-0.003128933
"1002",10.01,"m1",1,0,0.5,0.535225,0,0,-0.003058042,0,0,-0.003058042
"1003",10.02,"m1",1,0,0.5,0.5351941,0,0,-0.003023877,0,0,-0.003023877
"1004",10.03,"m1",1,0,0.5,0.5351641,0,0,-0.002937436,0,0,-0.002937436
"1005",10.04,"m1",1,0,0.5,0.5351347,0,0,-0.002887489,0,0,-0.002887489
"1006",10.05,"m1",1,0,0.5,0.5351062,0,0,-0.002786613,0,0,-0.002786613
"1007",10.06,"m1",1,0,0.5,0.5350785,0,0,-0.002722045,0,0,-0.002722045
"1008",10.07,"m1",1,0,0.5,0.5350519,0,0,-0.002607929,0,0,-0.002607929
"1009",10.08,"m1",1,0,0.5,0.5350261,0,0,-0.002530059,0,0,-0.002530059
"1010",10.09,"m1",1,0,0.5,0.5350015,0,0,-0.002404036,0,0,-0.002404036
"1011",10.1,"m1",1,0,0.5,0.5349779,0,0,-0.002314237,0,0,-0.002314237
"1012",10.11,"m1",1,0,0.5,0.5349557,0,0,-0.002177771,0,0,-0.002177771
"1013",10.12,"m1",1,0,0.5,0.5349345,0,0,-0.002077569,0,0,-0.002077569
"1014",10.13,"m1",1,0,0.5,0.5349147,0,0,-0.001932178,0,0,-0.001932178
"1015",10.14,"m1",1,0,0.5,0.5348961,0,0,-0.001823132,0,0,-0.001823132
"1016",10.15,"m1",1,0,0.5,0.5348791,0,0,-0.001670443,0,0,-0.001670443
"1017",10.16,"m1",1,0,0.5,0.5348632,0,0,-0.001554218,0,0,-0.001554218
"1018",10.17,"m1",1,0,0.5,0.534849,0,0,-0.001395868,0,0,-0.001395868
"1019",10.18,"m1",1,0,0.5,0.534836,0,0,-0.001274156,0,0,-0.001274156
"1020",10.19,"m1",1,0,0.5,0.5348247,0,0,-0.001111828,0,0,-0.001111828
"1021",10.2,"m1",1,0,0.5,0.5348146,0,0,-0.0009863303,0,0,-0.0009863303
"1022",10.21,"m1",1,0,0.5,0.5348062,0,0,-0.0008217135,0,0,-0.0008217135
"1023",10.22,"m1",1,0,0.5,0.5347991,0,0,-0.0006941162,0,0,-0.0006941162
"1024",10.23,"m1",1,0,0.5,0.5347937,0,0,-0.0005288874,0,0,-0.0005288874
"1025",10.24,"m1",1,0,0.5,0.5347896,0,0,-0.000400863,0,0,-0.000400863
"1026",10.25,"m1",1,0,0.5,0.5347871,0,0,-0.0002366841,0,0,-0.0002366841
"1027",10.26,"m1",1,0,0.5,0.534786,0,0,-0.000109872,0,0,-0.000109872
"1028",10.27,"m1",1,0,0.5,0.5347865,0,0,5.16285e-05,0,0,5.16285e-05
"1029",10.28,"m1",1,0,0.5,0.5347883,0,0,0.0001756217,0,0,0.0001756217
"1030",10.29,"m1",1,0,0.5,0.5347917,0,0,0.0003329061,0,0,0.0003329061
"1031",10.3,"m1",1,0,0.5,0.5347963,0,0,0.0004525479,0,0,0.0004525479
"1032",10.31,"m1",1,0,0.5,0.5348024,0,0,0.0006041703,0,0,0.0006041703
"1033",10.32,"m1",1,0,0.5,0.5348098,0,0,0.000718057,0,0,0.000718057
"1034",10.33,"m1",1,0,0.5,0.5348186,0,0,0.0008626211,0,0,0.0008626211
"1035",10.34,"m1",1,0,0.5,0.5348285,0,0,0.0009693795,0,0,0.0009693795
"1036",10.35,"m1",1,0,0.5,0.5348397,0,0,0.001105618,0,0,0.001105618
"1037",10.36,"m1",1,0,0.5,0.534852,0,0,0.001204061,0,0,0.001204061
"1038",10.37,"m1",1,0,0.5,0.5348656,0,0,0.001330812,0,0,0.001330812
"1039",10.38,"m1",1,0,0.5,0.5348801,0,0,0.001419838,0,0,0.001419838
"1040",10.39,"m1",1,0,0.5,0.5348958,0,0,0.001536084,0,0,0.001536084
"1041",10.4,"m1",1,0,0.5,0.5349122,0,0,0.001614734,0,0,0.001614734
"1042",10.41,"m1",1,0,0.5,0.5349298,0,0,0.001719618,0,0,0.001719618
"1043",10.42,"m1",1,0,0.5,0.534948,0,0,0.001787072,0,0,0.001787072
"1044",10.43,"m1",1,0,0.5,0.5349672,0,0,0.001879835,0,0,0.001879835
"1045",10.44,"m1",1,0,0.5,0.5349869,0,0,0.001935393,0,0,0.001935393
"1046",10.45,"m1",1,0,0.5,0.5350075,0,0,0.002015471,0,0,0.002015471
"1047",10.46,"m1",1,0,0.5,0.5350285,0,0,0.002058626,0,0,0.002058626
"1048",10.47,"m1",1,0,0.5,0.5350502,0,0,0.002125569,0,0,0.002125569
"1049",10.48,"m1",1,0,0.5,0.5350721,0,0,0.002155964,0,0,0.002155964
"1050",10.49,"m1",1,0,0.5,0.5350947,0,0,0.002209472,0,0,0.002209472
"1051",10.5,"m1",1,0,0.5,0.5351174,0,0,0.002226899,0,0,0.002226899
"1052",10.51,"m1",1,0,0.5,0.5351405,0,0,0.002266858,0,0,0.002266858
"1053",10.52,"m1",1,0,0.5,0.5351637,0,0,0.002271234,0,0,0.002271234
"1054",10.53,"m1",1,0,0.5,0.5351871,0,0,0.002297653,0,0,0.002297653
"1055",10.54,"m1",1,0,0.5,0.5352105,0,0,0.00228908,0,0,0.00228908
"1056",10.55,"m1",1,0,0.5,0.535234,0,0,0.002302147,0,0,0.002302147
"1057",10.56,"m1",1,0,0.5,0.5352572,0,0,0.002280844,0,0,0.002280844
"1058",10.57,"m1",1,0,0.5,0.5352805,0,0,0.002280888,0,0,0.002280888
"1059",10.58,"m1",1,0,0.5,0.5353034,0,0,0.002247229,0,0,0.002247229
"1060",10.59,"m1",1,0,0.5,0.5353262,0,0,0.002234672,0,0,0.002234672
"1061",10.6,"m1",1,0,0.5,0.5353486,0,0,0.002189147,0,0,0.002189147
"1062",10.61,"m1",1,0,0.5,0.5353707,0,0,0.002164562,0,0,0.002164562
"1063",10.62,"m1",1,0,0.5,0.5353922,0,0,0.002107809,0,0,0.002107809
"1064",10.63,"m1",1,0,0.5,0.5354134,0,0,0.002071901,0,0,0.002071901
"1065",10.64,"m1",1,0,0.5,0.5354338,0,0,0.002004668,0,0,0.002004668
"1066",10.65,"m1",1,0,0.5,0.5354538,0,0,0.001958246,0,0,0.001958246
"1067",10.66,"m1",1,0,0.5,0.535473,0,0,0.001881388,0,0,0.001881388
"1068",10.67,"m1",1,0,0.5,0.5354916,0,0,0.001825348,0,0,0.001825348
"1069",10.68,"m1",1,0,0.5,0.5355093,0,0,0.001739821,0,0,0.001739821
"1070",10.69,"m1",1,0,0.5,0.5355265,0,0,0.001675139,0,0,0.001675139
"1071",10.7,"m1",1,0,0.5,0.5355426,0,0,0.001581924,0,0,0.001581924
"1072",10.71,"m1",1,0,0.5,0.535558,0,0,0.001509678,0,0,0.001509678
"1073",10.72,"m1",1,0,0.5,0.5355724,0,0,0.001409873,0,0,0.001409873
"1074",10.73,"m1",1,0,0.5,0.5355859,0,0,0.001331182,0,0,0.001331182
"1075",10.74,"m1",1,0,0.5,0.5355985,0,0,0.001225906,0,0,0.001225906
"1076",10.75,"m1",1,0,0.5,0.5356101,0,0,0.001141924,0,0,0.001141924
"1077",10.76,"m1",1,0,0.5,0.5356206,0,0,0.001032372,0,0,0.001032372
"1078",10.77,"m1",1,0,0.5,0.5356303,0,0,0.0009442728,0,0,0.0009442728
"1079",10.78,"m1",1,0,0.5,0.5356387,0,0,0.000831599,0,0,0.000831599
"1080",10.79,"m1",1,0,0.5,0.5356463,0,0,0.0007406122,0,0,0.0007406122
"1081",10.8,"m1",1,0,0.5,0.5356527,0,0,0.0006260445,0,0,0.0006260445
"1082",10.81,"m1",1,0,0.5,0.5356581,0,0,0.000533375,0,0,0.000533375
"1083",10.82,"m1",1,0,0.5,0.5356624,0,0,0.0004181196,0,0,0.0004181196
"1084",10.83,"m1",1,0,0.5,0.5356658,0,0,0.0003249483,0,0,0.0003249483
"1085",10.84,"m1",1,0,0.5,0.5356679,0,0,0.0002101662,0,0,0.0002101662
"1086",10.85,"m1",1,0,0.5,0.5356691,0,0,0.0001176714,0,0,0.0001176714
"1087",10.86,"m1",1,0,0.5,0.5356691,0,0,4.540007e-06,0,0,4.540007e-06
"1088",10.87,"m1",1,0,0.5,0.5356683,0,0,-8.614462e-05,0,0,-8.614462e-05
"1089",10.88,"m1",1,0,0.5,0.5356662,0,0,-0.0001965297,0,0,-0.0001965297
"1090",10.89,"m1",1,0,0.5,0.5356633,0,0,-0.0002842745,0,0,-0.0002842745
"1091",10.9,"m1",1,0,0.5,0.5356593,0,0,-0.0003908606,0,0,-0.0003908606
"1092",10.91,"m1",1,0,0.5,0.5356545,0,0,-0.0004746565,0,0,-0.0004746565
"1093",10.92,"m1",1,0,0.5,0.5356486,0,0,-0.0005764544,0,0,-0.0005764544
"1094",10.93,"m1",1,0,0.5,0.5356419,0,0,-0.0006553336,0,0,-0.0006553336
"1095",10.94,"m1",1,0,0.5,0.5356342,0,0,-0.0007514319,0,0,-0.0007514319
"1096",10.95,"m1",1,0,0.5,0.5356258,0,0,-0.0008245068,0,0,-0.0008245068
"1097",10.96,"m1",1,0,0.5,0.5356165,0,0,-0.0009140732,0,0,-0.0009140732
"1098",10.97,"m1",1,0,0.5,0.5356065,0,0,-0.0009805744,0,0,-0.0009805744
"1099",10.98,"m1",1,0,0.5,0.5355957,0,0,-0.001062854,0,0,-0.001062854
"1100",10.99,"m1",1,0,0.5,0.5355842,0,0,-0.001122067,0,0,-0.001122067
"1101",11,"m1",1,0,0.5,0.535572,0,0,-0.001196421,0,0,-0.001196421
"1102",11.01,"m1",1,0,0.5,0.5355592,0,0,-0.001247727,0,0,-0.001247727
"1103",11.02,"m1",1,0,0.5,0.5355458,0,0,-0.001313589,0,0,-0.001313589
"1104",11.03,"m1",1,0,0.5,0.535532,0,0,-0.001356502,0,0,-0.001356502
"1105",11.04,"m1",1,0,0.5,0.5355176,0,0,-0.001413458,0,0,-0.001413458
"1106",11.05,"m1",1,0,0.5,0.5355028,0,0,-0.001447583,0,0,-0.001447583
"1107",11.06,"m1",1,0,0.5,0.5354875,0,0,-0.001495287,0,0,-0.001495287
"1108",11.07,"m1",1,0,0.5,0.535472,0,0,-0.001520356,0,0,-0.001520356
"1109",11.08,"m1",1,0,0.5,0.5354561,0,0,-0.001558591,0,0,-0.001558591
"1110",11.09,"m1",1,0,0.5,0.53544,0,0,-0.001574423,0,0,-0.001574423
"1111",11.1,"m1",1,0,0.5,0.5354237,0,0,-0.001603038,0,0,-0.001603038
"1112",11.11,"m1",1,0,0.5,0.5354072,0,0,-0.001609595,0,0,-0.001609595
"1113",11.12,"m1",1,0,0.5,0.5353906,0,0,-0.0016286,0,0,-0.0016286
"1114",11.13,"m1",1,0,0.5,0.535374,0,0,-0.001625887,0,0,-0.001625887
"1115",11.14,"m1",1,0,0.5,0.5353574,0,0,-0.001635415,0,0,-0.001635415
"1116",11.15,"m1",1,0,0.5,0.5353408,0,0,-0.001623597,0,0,-0.001623597
"1117",11.16,"m1",1,0,0.5,0.5353242,0,0,-0.001623836,0,0,-0.001623836
